time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,visual_impairment
7.676,-11.27,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.68,-9.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.684,-13.08,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.688,-15.57,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.691,-12.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.695,-13.99,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.699,-9.0,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.703,-4.47,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.707,1.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.711,13.66,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.715,13.38,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.719,13.35,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.723,9.04,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.727,10.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.73,18.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.734,15.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.738,14.3,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.742,13.9,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.746,17.64,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.75,22.4,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.754,13.25,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.758,16.37,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.762,13.02,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.766,17.68,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.77,7.11,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.773,7.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.777,4.37,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.781,3.31,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.785,-2.97,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.789,-13.63,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.793,-17.0,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.797,-29.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.801,-41.88,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.805,-54.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.809,-59.77,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.812,-68.83,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.816,-74.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.82,-80.19,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.824,-85.69,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.828,-87.48,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.832,-78.83,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.836,-71.04,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.84,-51.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.844,-44.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.848,-33.95,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.852,-6.28,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.855,9.72,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.859,16.23,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.863,48.77,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.867,59.7,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.871,63.62,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.875,80.15,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.879,86.2,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.883,86.73,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.887,92.82,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.891,74.98,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.895,73.39,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.898,71.54,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.902,61.01,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.906,48.05,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.91,28.22,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.914,27.88,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.918,15.34,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.922,7.58,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.926,4.29,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.93,-2.78,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.934,-3.66,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.938,-12.96,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.941,-14.16,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.945,-19.41,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.949,-23.04,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.953,-16.66,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.957,-21.56,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.961,-22.33,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.965,-21.34,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.969,-22.13,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.973,-16.51,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.977,-10.46,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.98,-20.23,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.984,-14.3,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.988,-15.12,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.992,-21.56,0.26,0.19,0.4,0.16,NONE,IMPAIRED
7.996,-10.61,0.26,0.19,0.4,0.16,NONE,IMPAIRED
8.0,-4.04,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.004,0.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.008,1.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.012,1.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.016,11.0,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.02,18.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.023,12.23,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.027,9.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.031,1.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.035,-4.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.039,-4.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.043,-10.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.047,-25.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.051,-35.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.055,-37.23,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.059,-46.1,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.062,-55.27,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.066,-59.16,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.07,-66.21,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.074,-68.56,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.078,-63.14,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.082,-48.63,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.086,-38.04,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.09,-33.0,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.094,-23.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.098,-5.23,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.102,2.46,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.105,29.07,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.109,38.92,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.113,45.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.117,54.36,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.121,63.27,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.125,58.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.129,67.27,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.133,63.75,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.137,45.94,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.141,49.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.145,38.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.148,36.82,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.152,23.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.156,16.19,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.16,7.5,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.164,-7.91,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.168,-3.07,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.172,-11.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.176,-15.09,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.18,-10.55,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.184,-5.03,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.188,-5.22,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.191,-2.45,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.195,-1.02,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.199,5.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.203,12.5,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.207,17.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.211,11.57,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.215,4.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.219,7.92,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.223,12.48,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.227,8.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.23,2.68,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.234,0.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.238,15.48,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.242,8.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.246,6.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.25,16.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.254,17.34,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.258,9.0,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.262,3.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.266,5.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.27,4.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.273,2.02,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.277,-18.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.281,-11.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.285,-23.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.289,-38.25,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.293,-45.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.297,-53.29,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.301,-69.98,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.305,-81.15,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.309,-80.14,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.312,-79.09,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.316,-86.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.32,-79.38,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.324,-70.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.328,-63.2,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.332,-57.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.336,-32.64,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.34,-27.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.344,-1.94,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.348,17.63,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.352,27.27,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.355,49.75,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.359,65.08,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.363,77.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.367,71.08,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.371,90.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.375,92.02,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.379,83.89,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.383,76.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.387,72.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.391,65.27,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.395,60.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.398,47.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.402,27.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.406,20.77,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.41,13.1,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.414,1.56,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.418,1.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.422,-8.88,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.426,-12.62,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.43,-3.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.434,-11.4,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.438,-4.94,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.441,-8.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.445,-12.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.449,-19.88,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.453,-7.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.457,-19.33,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.461,-20.89,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.465,2.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.469,-10.63,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.473,-25.04,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.477,-20.98,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.48,-15.08,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.484,3.33,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.488,1.26,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.492,-5.85,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.496,2.47,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.5,0.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.504,10.29,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.508,-0.7,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.512,12.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.516,10.15,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.52,12.58,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.523,3.06,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.527,0.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.531,-8.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.535,-16.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.539,-18.51,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.543,-37.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.547,-38.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.551,-46.05,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.555,-61.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.559,-63.8,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.562,-59.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.566,-53.6,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.57,-47.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.574,-51.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.578,-36.84,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.582,-23.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.586,-9.22,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.59,0.37,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.594,8.0,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.598,23.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.602,37.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.605,48.47,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.609,53.87,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.613,59.36,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.617,65.68,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.621,66.1,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.625,61.8,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.629,48.91,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.633,35.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.637,27.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.641,23.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.645,13.31,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.648,5.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.652,0.87,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.656,-8.48,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.66,-12.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.664,-12.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.668,-28.43,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.672,-5.84,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.676,-0.47,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.68,-3.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.684,1.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.688,2.29,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.691,6.72,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.695,11.11,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.699,8.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.703,2.02,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.707,15.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.711,20.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.715,15.42,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.719,11.02,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.723,8.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.727,6.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.73,11.25,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.734,21.68,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.738,13.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.742,11.72,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.746,8.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.75,11.18,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.754,9.68,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.758,11.33,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.762,-2.45,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.766,-1.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.77,-12.0,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.773,-10.6,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.777,-28.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.781,-35.24,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.785,-52.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.789,-61.57,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.793,-64.24,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.797,-73.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.801,-80.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.805,-79.96,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.809,-88.74,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.812,-78.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.816,-75.1,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.82,-60.38,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.824,-42.52,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.828,-29.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.832,-19.14,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.836,1.55,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.84,16.62,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.844,40.91,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.848,50.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.852,65.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.855,75.5,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.859,80.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.863,84.35,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.867,78.07,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.871,80.38,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.875,77.75,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.879,71.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.883,63.51,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.887,49.92,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.891,29.2,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.895,22.98,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.898,16.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.902,6.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.906,6.23,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.91,6.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.914,-0.38,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.918,-10.12,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.922,2.96,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.926,-12.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.93,-14.99,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.934,-15.43,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.938,-14.44,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.941,-19.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.945,-14.86,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.949,-15.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.953,-6.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.957,-18.23,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.961,-11.57,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.965,-4.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.969,-6.19,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.973,-14.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.977,-14.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.98,-10.01,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.984,-2.34,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.988,-0.11,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.992,5.25,0.3,0.12,0.4,0.18,NONE,IMPAIRED
8.996,7.94,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.0,4.3,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.004,5.25,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.008,10.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.012,6.51,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.016,-1.32,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.02,-7.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.023,-12.27,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.027,-23.17,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.031,-22.66,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.035,-42.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.039,-47.78,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.043,-57.07,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.047,-64.83,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.051,-70.63,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.055,-69.97,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.059,-54.26,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.062,-56.81,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.066,-44.72,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.07,-37.9,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.074,-33.93,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.078,-10.46,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.082,5.22,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.086,14.59,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.09,28.87,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.094,41.69,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.098,44.39,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.102,59.36,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.105,58.56,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.109,62.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.113,60.79,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.117,44.73,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.121,47.11,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.125,38.15,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.129,33.63,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.133,25.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.137,13.13,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.141,10.21,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.145,6.06,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.148,-1.12,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.152,1.88,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.156,-9.76,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.16,-4.24,0.3,0.12,0.4,0.18,NONE,IMPAIRED
9.164,-6.67,0.3,0.12,0.4,0.18,NONE,IMPAIRED
