time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,motor_impairment
7.676,-29.67,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.68,-12.95,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.684,-11.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.688,-5.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.691,12.44,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.695,22.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.699,24.07,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.703,27.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.707,45.4,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.711,42.66,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.715,46.74,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.719,54.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.723,61.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.727,53.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.73,50.74,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.734,41.87,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.738,44.28,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.742,37.23,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.746,22.94,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.75,20.16,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.754,23.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.758,0.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.762,9.25,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.766,6.59,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.77,-1.61,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.773,-10.37,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.777,-18.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.781,-17.39,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.785,-23.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.789,-28.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.793,-35.24,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.797,-54.93,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.801,-60.34,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.805,-63.85,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.809,-76.11,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.812,-90.69,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.816,-101.6,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.82,-95.53,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.824,-95.63,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.828,-94.03,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.832,-88.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.836,-77.38,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.84,-69.88,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.844,-40.59,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.848,-23.44,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.852,-9.6,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.855,0.1,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.859,20.73,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.863,36.56,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.867,58.79,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.871,71.9,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.875,81.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.879,85.69,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.883,93.58,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.887,94.71,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.891,82.09,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.895,81.04,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.898,77.96,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.902,56.85,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.906,63.45,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.91,53.27,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.914,47.36,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.918,32.78,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.922,31.62,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.926,19.32,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.93,13.34,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.934,4.13,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.938,7.63,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.941,-7.68,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.945,-8.09,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.949,-7.89,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.953,-12.82,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.957,-23.3,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.961,-31.21,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.965,-31.56,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.969,-42.48,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.973,-45.8,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.977,-46.32,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.98,-52.68,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.984,-50.08,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.988,-55.1,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.992,-57.35,0.23,0.44,0.17,0.17,NONE,IMPAIRED
7.996,-45.09,0.23,0.44,0.17,0.17,NONE,IMPAIRED
8.0,-70.5,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.004,-53.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.008,-43.09,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.012,-33.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.016,-23.95,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.02,-16.85,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.023,-6.96,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.027,8.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.031,14.21,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.035,22.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.039,21.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.043,37.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.047,19.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.051,29.94,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.055,28.2,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.059,10.79,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.062,12.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.066,5.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.07,-8.59,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.074,0.33,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.078,-7.38,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.082,-5.65,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.086,-5.07,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.09,-2.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.094,-3.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.098,-0.87,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.102,3.59,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.105,4.27,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.109,12.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.113,6.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.117,0.83,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.121,4.04,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.125,-0.96,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.129,5.17,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.133,-5.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.137,-10.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.141,-9.03,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.145,-25.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.148,-28.93,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.152,-31.72,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.156,-31.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.16,-16.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.164,-12.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.168,-7.11,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.172,-11.75,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.176,-0.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.18,10.68,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.184,21.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.188,34.17,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.191,42.63,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.195,56.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.199,58.09,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.203,62.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.207,59.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.211,61.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.215,64.85,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.219,57.54,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.223,49.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.227,46.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.23,29.43,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.234,32.99,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.238,13.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.242,16.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.246,2.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.25,7.89,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.254,-8.99,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.258,-6.55,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.262,-20.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.266,-16.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.27,-22.94,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.273,-28.49,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.277,-27.36,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.281,-48.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.285,-47.56,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.289,-50.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.293,-67.71,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.297,-73.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.301,-80.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.305,-83.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.309,-98.67,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.312,-85.11,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.316,-90.18,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.32,-94.25,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.324,-87.44,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.328,-66.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.332,-53.99,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.336,-38.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.34,-13.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.344,-6.75,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.348,19.03,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.352,32.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.355,40.65,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.359,67.25,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.363,71.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.367,75.5,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.371,88.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.375,96.12,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.379,96.95,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.383,85.03,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.387,87.03,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.391,71.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.395,79.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.398,62.54,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.402,53.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.406,47.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.41,44.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.414,38.22,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.418,17.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.422,27.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.426,17.65,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.43,13.99,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.434,2.86,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.438,-0.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.441,-5.45,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.445,-7.85,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.449,-13.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.453,-24.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.457,-24.44,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.461,-48.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.465,-48.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.469,-54.47,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.473,-60.04,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.477,-70.59,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.48,-71.27,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.484,-62.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.488,-64.03,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.492,-55.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.496,-58.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.5,-39.62,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.504,-35.87,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.508,-19.63,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.512,-2.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.516,7.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.52,14.39,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.523,19.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.527,20.11,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.531,26.06,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.535,28.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.539,23.97,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.543,23.62,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.547,29.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.551,15.1,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.555,14.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.559,4.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.562,2.99,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.566,-7.08,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.57,4.95,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.574,-5.06,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.578,-7.21,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.582,-1.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.586,2.36,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.59,-0.8,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.594,4.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.598,6.72,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.602,10.63,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.605,10.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.609,3.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.613,8.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.617,2.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.621,-20.49,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.625,-14.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.629,-10.97,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.633,-22.75,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.637,-24.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.641,-29.17,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.645,-24.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.648,-24.47,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.652,-22.52,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.656,-23.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.66,-18.17,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.664,-7.96,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.668,11.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.672,21.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.676,27.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.68,39.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.684,56.21,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.688,49.25,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.691,55.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.695,55.41,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.699,69.55,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.703,71.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.707,65.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.711,63.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.715,52.55,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.719,34.07,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.723,31.18,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.727,30.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.73,17.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.734,3.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.738,7.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.742,-0.2,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.746,-4.54,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.75,-11.4,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.754,-15.7,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.758,-25.93,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.762,-22.6,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.766,-37.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.77,-33.65,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.773,-50.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.777,-53.46,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.781,-56.94,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.785,-68.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.789,-79.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.793,-89.82,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.797,-80.82,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.801,-95.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.805,-93.2,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.809,-95.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.812,-88.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.816,-82.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.82,-63.95,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.824,-33.32,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.828,-36.69,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.832,-12.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.836,11.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.84,17.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.844,33.37,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.848,49.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.852,69.12,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.855,78.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.859,79.38,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.863,83.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.867,91.79,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.871,86.19,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.875,90.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.879,80.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.883,75.24,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.887,72.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.891,63.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.895,53.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.898,40.94,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.902,42.84,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.906,33.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.91,24.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.914,11.83,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.918,18.98,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.922,3.9,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.926,11.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.93,11.27,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.934,-7.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.938,-6.58,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.941,-16.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.945,-23.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.949,-33.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.953,-49.97,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.957,-47.04,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.961,-58.5,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.965,-64.82,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.969,-66.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.973,-69.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.977,-68.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.98,-64.92,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.984,-57.35,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.988,-45.21,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.992,-42.61,0.27,0.46,0.09,0.18,NONE,IMPAIRED
8.996,-26.62,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.0,-18.36,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.004,-2.89,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.008,8.48,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.012,15.86,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.016,16.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.02,31.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.023,24.78,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.027,28.91,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.031,22.23,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.035,29.3,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.039,18.82,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.043,15.27,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.047,3.53,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.051,-3.0,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.055,-6.86,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.059,0.11,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.062,-11.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.066,-12.51,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.07,-2.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.074,-4.44,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.078,-10.13,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.082,5.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.086,7.31,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.09,16.16,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.094,-1.25,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.098,14.94,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.102,2.22,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.105,2.26,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.109,0.66,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.113,-3.07,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.117,-10.01,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.121,-15.14,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.125,-23.15,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.129,-36.06,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.133,-25.29,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.137,-25.73,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.141,-17.57,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.145,-13.52,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.148,-8.81,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.152,-5.76,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.156,1.88,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.16,11.94,0.27,0.46,0.09,0.18,NONE,IMPAIRED
9.164,20.02,0.27,0.46,0.09,0.18,NONE,IMPAIRED
