time,amplitude,theta_power,alpha_power,beta_power,gamma_power,command,attention_deficit
7.676,13.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.68,2.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.684,29.86,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.688,22.87,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.691,17.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.695,26.75,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.699,43.76,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.703,39.67,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.707,46.89,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.711,36.91,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.715,45.16,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.719,54.0,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.723,41.1,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.727,48.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.73,44.61,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.734,45.57,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.738,30.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.742,29.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.746,25.28,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.75,10.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.754,2.58,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.758,4.77,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.762,-5.76,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.766,-15.66,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.77,-21.41,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.773,-35.64,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.777,-37.79,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.781,-41.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.785,-47.08,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.789,-68.08,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.793,-70.83,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.797,-81.25,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.801,-86.94,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.805,-81.57,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.809,-96.17,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.812,-108.83,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.816,-100.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.82,-104.09,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.824,-102.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.828,-88.76,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.832,-87.19,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.836,-68.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.84,-60.04,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.844,-49.72,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.848,-22.52,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.852,0.38,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.855,18.12,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.859,24.43,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.863,39.47,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.867,56.69,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.871,81.58,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.875,80.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.879,92.31,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.883,93.95,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.887,109.94,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.891,105.6,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.895,108.38,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.898,100.34,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.902,93.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.906,88.25,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.91,86.01,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.914,71.11,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.918,66.45,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.922,49.56,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.926,44.23,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.93,43.14,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.934,22.71,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.938,23.07,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.941,17.32,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.945,12.56,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.949,-4.24,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.953,-4.7,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.957,-18.46,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.961,-26.58,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.965,-25.38,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.969,-36.56,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.973,-39.68,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.977,-30.67,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.98,-50.53,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.984,-57.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.988,-51.63,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.992,-38.58,0.41,0.34,0.16,0.08,NONE,IMPAIRED
7.996,-55.39,0.41,0.34,0.16,0.08,NONE,IMPAIRED
8.0,-65.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.004,-56.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.008,-47.96,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.012,-48.85,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.016,-38.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.02,-36.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.023,-37.23,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.027,-31.5,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.031,-38.35,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.035,-20.7,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.039,-14.67,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.043,-18.01,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.047,-27.03,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.051,-20.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.055,-19.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.059,-12.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.062,-20.78,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.066,-20.75,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.07,-12.99,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.074,-10.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.078,-15.06,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.082,-23.2,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.086,-13.13,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.09,-8.63,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.094,-2.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.098,-8.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.102,14.23,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.105,9.08,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.109,5.78,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.113,0.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.117,12.69,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.121,12.87,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.125,19.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.129,22.48,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.133,15.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.137,22.32,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.141,14.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.145,17.78,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.148,24.48,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.152,16.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.156,14.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.16,18.95,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.164,20.47,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.168,28.99,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.172,35.75,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.176,44.22,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.18,36.84,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.184,47.76,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.188,51.79,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.191,48.48,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.195,56.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.199,55.39,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.203,64.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.207,64.06,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.211,50.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.215,57.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.219,46.77,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.223,51.05,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.227,34.17,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.23,29.96,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.234,30.98,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.238,11.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.242,0.43,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.246,-0.04,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.25,-11.1,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.254,-17.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.258,-31.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.262,-38.31,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.266,-46.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.27,-51.74,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.273,-66.51,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.277,-74.2,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.281,-81.94,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.285,-86.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.289,-96.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.293,-94.63,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.297,-107.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.301,-109.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.305,-116.65,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.309,-108.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.312,-107.42,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.316,-94.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.32,-86.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.324,-72.22,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.328,-58.76,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.332,-49.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.336,-39.1,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.34,-23.66,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.344,-6.85,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.348,20.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.352,26.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.355,43.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.359,53.75,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.363,74.22,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.367,85.32,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.371,94.68,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.375,101.01,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.379,101.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.383,105.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.387,111.06,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.391,109.35,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.395,103.76,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.398,95.84,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.402,92.04,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.406,82.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.41,78.67,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.414,67.87,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.418,54.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.422,50.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.426,45.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.43,30.68,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.434,26.87,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.438,22.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.441,4.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.445,0.5,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.449,-12.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.453,-14.92,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.457,-29.33,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.461,-25.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.465,-43.39,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.469,-50.3,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.473,-54.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.477,-49.84,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.48,-57.07,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.484,-55.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.488,-53.39,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.492,-58.05,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.496,-48.53,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.5,-45.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.504,-37.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.508,-44.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.512,-29.74,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.516,-36.03,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.52,-28.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.523,-23.92,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.527,-14.81,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.531,-26.75,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.535,-16.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.539,-26.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.543,-18.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.547,-23.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.551,-19.44,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.555,-12.35,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.559,-11.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.562,-12.7,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.566,-22.75,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.57,-17.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.574,-4.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.578,-11.89,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.582,-8.71,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.586,3.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.59,-0.07,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.594,-0.71,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.598,10.36,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.602,2.79,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.605,11.08,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.609,12.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.613,24.17,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.617,17.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.621,14.3,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.625,13.58,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.629,14.5,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.633,15.12,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.637,13.08,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.641,24.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.645,14.22,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.648,16.47,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.652,22.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.656,16.27,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.66,26.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.664,31.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.668,29.53,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.672,41.99,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.676,45.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.68,50.65,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.684,53.41,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.688,51.86,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.691,56.79,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.695,56.01,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.699,64.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.703,60.98,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.707,51.17,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.711,55.6,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.715,48.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.719,43.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.723,33.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.727,30.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.73,9.66,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.734,3.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.738,-7.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.742,-23.04,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.746,-20.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.75,-25.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.754,-43.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.758,-45.04,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.762,-59.22,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.766,-70.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.77,-75.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.773,-85.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.777,-89.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.781,-89.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.785,-102.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.789,-98.05,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.793,-104.49,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.797,-106.43,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.801,-105.42,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.805,-107.53,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.809,-103.15,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.812,-90.21,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.816,-78.32,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.82,-63.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.824,-58.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.828,-20.95,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.832,-13.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.836,-3.51,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.84,14.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.844,41.95,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.848,53.84,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.852,70.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.855,86.91,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.859,97.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.863,101.68,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.867,104.1,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.871,111.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.875,108.53,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.879,110.27,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.883,105.47,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.887,95.11,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.891,96.71,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.895,89.17,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.898,83.07,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.902,77.31,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.906,67.8,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.91,55.59,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.914,48.52,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.918,36.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.922,30.69,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.926,33.88,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.93,27.99,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.934,5.24,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.938,-2.3,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.941,-19.5,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.945,-27.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.949,-35.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.953,-40.27,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.957,-52.4,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.961,-48.9,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.965,-57.09,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.969,-59.24,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.973,-52.26,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.977,-54.8,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.98,-61.42,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.984,-59.46,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.988,-44.89,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.992,-43.52,0.48,0.36,0.1,0.06,NONE,IMPAIRED
8.996,-43.02,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.0,-43.29,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.004,-32.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.008,-42.74,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.012,-28.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.016,-12.71,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.02,-26.99,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.023,-15.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.027,-8.81,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.031,-12.49,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.035,-22.55,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.039,-22.38,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.043,-13.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.047,-21.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.051,-11.56,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.055,-20.45,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.059,-21.61,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.062,-22.78,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.066,-23.2,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.07,-7.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.074,-4.37,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.078,-12.18,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.082,-3.5,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.086,9.32,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.09,11.69,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.094,12.25,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.098,12.81,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.102,27.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.105,20.64,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.109,13.06,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.113,15.72,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.117,19.73,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.121,16.86,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.125,19.59,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.129,29.81,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.133,18.89,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.137,11.93,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.141,24.75,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.145,9.82,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.148,30.34,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.152,29.14,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.156,32.24,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.16,36.58,0.48,0.36,0.1,0.06,NONE,IMPAIRED
9.164,39.28,0.48,0.36,0.1,0.06,NONE,IMPAIRED
